Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
00CmmcvUso2G1GUzb3YVE,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;No vegetation,Paved paths present;Wide paths present,No seating,Not applicable,Informational signs present,Crowded (>50 people),Recreational activities present;Leisure activities present;Cultural activities present,Not applicable,Clear sight lines;Panoramic views present,Not applicable,No barriers,Bright colours present;No decorative elements,Not applicable,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Not applicable,Sunny,Warm (20–30 °C),Quiet,Natural sounds present,Daytime,Not applicable,Not applicable,Not applicable,Not applicable,Inviting,
0A1mOmg3oYqmqJkydBgr8,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present,No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,No decorative elements,Contemporary buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present;Parking spaces present,No cultural elements,Not applicable,Inviting,,,
0AHwqvu5S4S3RjFBHysY1,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present,Modern buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting,No barriers,Sculptures present,Contemporary buildings present,Informal gathering points present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Not applicable,Inviting,
0AwVBMzM8nLeDeTenNNKP,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Clean,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present;Curved paths present,Benches present,Not applicable,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Social activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Bright colours present;Murals present,Not applicable,Informal gathering points present,Varied age groups present;Gender diversity present,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Play areas present,Not applicable,Not applicable,Not applicable,Not applicable,Inviting,
0Ax3wD4SdmOSNBLel3aHB,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Grass present;No vegetation,Paved paths present;Wide paths present;Linear paths present,No seating,Modern buildings present;Commercial buildings present,Directional signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present,No accessibility features,Clear sight lines;Hidden corners present,Not applicable,No barriers,Bright colours present;Sculptures present,Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Public art installations present,Not applicable,Inviting,
0B6TXLerVX3I4MCiM7Fum,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Curved paths present,Benches present;Custom seats present,Modern buildings present;Commercial buildings present,Informational signs present;Directional signs present,Crowded (>50 people),Recreational activities present;Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting;Safety signs present,No barriers,Bright colours present;Murals present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present,Shops present;Cafés present,Pedestrian paths present,Public art installations present,Not applicable,Inviting,
0BOEQ5iCbtgfYZqdSCGco,Image001,Courtyard;Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Little greenery;Grass present;No vegetation,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present;Picnic tables present,Modern buildings present;Mixed-use buildings present,No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Panoramic views present,No safety measures,No barriers,Bright colours present;Monochrome elements present,Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Play areas present,No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Comfortable
0BdnYirX0ab36Z2PNW4gx,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present;Picnic tables present,Modern buildings present;Commercial buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Not applicable,No barriers,Bright colours present;Murals present,Contemporary buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present;Play areas present,Street vendors present;Markets present;Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
0BuaeI5aIvAA3LQ0YIItv,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present;No vegetation,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,Not applicable,Clear sight lines;Panoramic views present,Not applicable,No barriers,Bright colours present;No decorative elements,Not applicable,Informal gathering points present,Varied age groups present;Ethnic diversity present,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
0b384ExLkK99gJDX3RaXP,Image001,Public plaza;Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Benches present,Modern buildings present;Mixed-use buildings present,Informational signs present;Directional signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Not applicable,No barriers,Bright colours present;Murals present;Street art present,Contemporary buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present;Play areas present,Not applicable,Pedestrian paths present,Public art installations present,Not applicable,Inviting,
0bG9080DtEBTCZNGfGNUL,Street,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Curved paths present,Benches present;Chairs present;Custom seats present,Modern buildings present;Commercial buildings present,Informational signs present;Decorative signs present;Directional signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Commercial activities present;Social activities present,Ramps present;Handrails present;Wide entrances present,Clear sight lines;Obstructed views present,Safety lighting;Safety signs present,No barriers,Bright colours present;Murals present;Street art present,Contemporary buildings present;Eclectic buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present;Multilingual signs present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present;Play areas present,Street vendors present;Shops present;Cafés present,Pedestrian paths present,Public art installations present,Not applicable,Comfortable
0bYEQwLcvwlGZinBUT8ns,Park,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,No decorative elements,Contemporary buildings present,Informal gathering points present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet,Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,,
1258724164547347,Street,Not applicable,Small (<500 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Little greenery,Paved paths present;Curved paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,Not applicable,Public transport access present,Not applicable,Not applicable,Inviting,
1260331691303817,Street,Structured,Medium (500–2000 m²),Natural lighting;Well lit;Artificial lighting,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,No decorative elements,Traditional buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,No cultural elements,Not applicable,Comfortable,
1260686667705883,Image001,Enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;No vegetation,Paved paths present;Wide paths present;Linear paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Hidden corners present,No decorative elements,Not applicable,Informal gathering points present,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,,,
1261209044336635,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present,Benches present,Modern buildings present;Commercial buildings present,Informational signs present;Sparsely populated (<20 people),Leisure activities present,Ramps present;Handrails present;Wide entrances present,Clear sight lines;Obstructed views present,Surveillance cameras present;Safety lighting,Physical barriers present (fences,walls),Bright colours present;Street art present,Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Cafés present,Pedestrian paths present,Public art installations present,Not applicable,Comfortable,
1262642404279890,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Panoramic views present,No safety measures,No barriers,No decorative elements,Not applicable,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,,
1262738530786619,Street,Open,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,No seating,Modern buildings present;Commercial buildings present,Directional signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present,No accessibility features,Clear sight lines,No decorative elements,Contemporary buildings present,No gathering points,Varied age groups present,No design features,Cloudy,Cool (10–20 °C),Quiet;Moderate;Traffic noise present,Daytime,Trash bins present,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Inviting,,,
1263557854320359,Park,Open,Medium (500–2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Hidden corners present,Safety lighting;Safety signs present,No barriers,Murals present;Street art present,Traditional buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Public art installations present,Not applicable,Comfortable,
1270030190061430,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present;No vegetation,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,No gathering points,Varied age groups present;Ethnic diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,No cultural elements,Not applicable,Accessible,
1272540470813157,Street,Not applicable,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery,Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Not applicable,Not applicable,Clear sight lines,Not applicable,No barriers,Not applicable,Contemporary buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Warm (20–30 °C),Quiet;Traffic noise present,Daytime,Not applicable,Not applicable,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Not applicable,
1272741153453790,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines,No decorative elements,Traditional buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Comfortable,,,,
1275551216463038,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,Bright colours present;No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Not applicable,Quiet,Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Not applicable,Comfortable,,,
1276070922807364,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Not applicable,Informal gathering points present,Varied age groups present,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Not applicable,Pedestrian paths present,Not applicable,Recycling bins present,Comfortable,
1278047469550420,Street,Not applicable,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Not applicable,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,Not applicable,Not applicable,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1286840255495528,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present,Directional signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,No decorative elements,Contemporary buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present;Gender diversity present,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,,,
1287652558419083,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;No vegetation,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Not applicable,Not applicable,Not applicable,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,Not applicable,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Inviting,
1287694948546778,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Flower beds present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines,No decorative elements,Traditional buildings present,No gathering points,Varied age groups present,No design features,Cloudy,Cool (10–20 °C),Quiet,Daytime,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,,,,
1290695434833674,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Informational signs present,Sparsely populated (<20 people),Recreational activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Not applicable,Not applicable,Informal gathering points present,Not applicable,Not applicable,Cloudy,Not applicable,Quiet;Natural sounds present,Daytime,Trash bins present,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1290862371597218,Park;Street,,,,,,,,,,Natural lighting;Well lit;Shaded areas,,,Trees present;Grass present,,,Paved paths present;Wide paths present;Linear paths present,,,Benches present,,,,Mixed-use buildings present,,,,,,,,"Moderately populated (20–50 people),Recreational activities present;Leisure activities present,,,,,,,,,,,Clear sight lines,,,,,,,,,,,Physical barriers present (fences, walls),,,,,,,,,Varied age groups present,,,,,,,,,,,Quiet;Natural sounds present,,,Daytime,,,,,,,,,,,,,,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse"
1293115788058375,Street,Not applicable,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Little greenery,Not applicable,Not applicable,Residential buildings present,Not applicable,Sparsely populated (<20 people),Not applicable,Not applicable,Not applicable,Not applicable,No barriers,Bright colours present,Not applicable,No gathering points,Not applicable,Not applicable,Cloudy,Not applicable,Quiet;Traffic noise present,Daytime,Not applicable,Not applicable,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1294042367755968,Street,Structured,Small (<500 m²),Natural lighting;Well lit,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines,No safety measures,No barriers,No decorative elements,Traditional buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,No public amenities,No commercial activities,Pedestrian paths present,No cultural elements,No sustainability features,Comfortable,
1294251944622898,Park,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Not applicable,Not applicable,Not applicable,No gathering points,Varied age groups present,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Not applicable,Not applicable,Recycling bins present,Comfortable,
1296656797814079,Image001,Park;Not applicable,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery;Grass present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Benches present,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present,Not applicable,Informal gathering points present,Not applicable,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Inviting,
